time, co2(ppm), temperature(C), rel_humidity(percent)
02-09-2023 15:18:46, 1346, 20.36, 70.92
02-09-2023 15:18:51, 1346, 20.36, 70.95
02-09-2023 15:18:56, 1346, 20.36, 70.93
02-09-2023 15:19:01, 1346, 20.36, 70.90
02-09-2023 15:19:06, 1346, 20.37, 70.92
02-09-2023 15:19:11, 1347, 20.38, 70.96
02-09-2023 15:19:16, 1347, 20.37, 70.92
02-09-2023 15:19:21, 1348, 20.36, 70.89
02-09-2023 15:19:26, 1347, 20.37, 70.93
02-09-2023 15:19:31, 1348, 20.36, 70.94
02-09-2023 15:19:36, 1350, 20.37, 70.93
02-09-2023 15:19:41, 1350, 20.40, 70.96
02-09-2023 15:19:46, 1350, 20.37, 70.91
02-09-2023 15:19:51, 1349, 20.36, 70.90
02-09-2023 15:19:56, 1349, 20.37, 70.98
02-09-2023 15:20:01, 1349, 20.39, 70.94
02-09-2023 15:20:06, 1349, 20.36, 70.94
02-09-2023 15:20:11, 1350, 20.38, 70.95
02-09-2023 15:20:16, 1350, 20.37, 70.91
02-09-2023 15:20:21, 1352, 20.37, 70.96
02-09-2023 15:20:26, 1352, 20.35, 70.94
02-09-2023 15:20:31, 1352, 20.36, 70.95
02-09-2023 15:20:36, 1351, 20.36, 70.97
02-09-2023 15:20:41, 1351, 20.36, 70.92
02-09-2023 15:20:46, 1352, 20.36, 70.92
02-09-2023 15:20:51, 1352, 20.38, 70.92
02-09-2023 15:20:56, 1352, 20.37, 70.95
02-09-2023 15:21:01, 1351, 20.36, 70.96
02-09-2023 15:21:06, 1351, 20.37, 70.94
02-09-2023 15:21:11, 1351, 20.37, 70.97
02-09-2023 15:21:16, 1350, 20.37, 70.94
02-09-2023 15:21:21, 1350, 20.36, 70.94
02-09-2023 15:21:26, 1351, 20.36, 70.96
02-09-2023 15:21:31, 1352, 20.36, 70.94
02-09-2023 15:21:36, 1352, 20.39, 70.95
02-09-2023 15:21:41, 1353, 20.34, 70.95
02-09-2023 15:21:46, 1354, 20.38, 70.95
02-09-2023 15:21:51, 1354, 20.39, 70.96
02-09-2023 15:21:56, 1354, 20.38, 70.96
02-09-2023 15:22:01, 1354, 20.36, 70.96
02-09-2023 15:22:06, 1354, 20.38, 70.95
02-09-2023 15:22:11, 1355, 20.36, 70.99
02-09-2023 15:22:16, 1355, 20.37, 70.94
02-09-2023 15:22:21, 1355, 20.35, 70.99
02-09-2023 15:22:26, 1356, 20.38, 70.94
02-09-2023 15:22:31, 1355, 20.38, 70.94
02-09-2023 15:22:36, 1355, 20.37, 70.97
02-09-2023 15:22:41, 1354, 20.36, 70.96
02-09-2023 15:22:46, 1354, 20.39, 70.93
02-09-2023 15:22:51, 1354, 20.37, 70.96
02-09-2023 15:22:56, 1354, 20.38, 70.93
02-09-2023 15:23:01, 1354, 20.38, 70.91
02-09-2023 15:23:06, 1354, 20.37, 70.93
02-09-2023 15:23:11, 1354, 20.38, 70.95
02-09-2023 15:23:16, 1354, 20.37, 70.94
02-09-2023 15:23:21, 1354, 20.39, 70.92
02-09-2023 15:23:26, 1355, 20.37, 70.90
02-09-2023 15:23:31, 1355, 20.36, 70.96
02-09-2023 15:23:36, 1356, 20.38, 70.93
02-09-2023 15:23:41, 1356, 20.36, 70.94
02-09-2023 15:23:46, 1357, 20.38, 70.93
02-09-2023 15:23:51, 1356, 20.39, 70.93
02-09-2023 15:23:56, 1356, 20.36, 70.96
02-09-2023 15:24:01, 1356, 20.38, 70.94
02-09-2023 15:24:06, 1356, 20.36, 70.95
02-09-2023 15:24:11, 1356, 20.36, 70.89
02-09-2023 15:24:16, 1356, 20.37, 70.94
02-09-2023 15:24:21, 1356, 20.37, 70.94
02-09-2023 15:24:26, 1355, 20.38, 70.97
02-09-2023 15:24:31, 1356, 20.36, 71.00
02-09-2023 15:24:36, 1356, 20.38, 70.93
02-09-2023 15:24:41, 1356, 20.38, 70.97
02-09-2023 15:24:46, 1355, 20.37, 70.96
02-09-2023 15:24:51, 1355, 20.37, 70.95
02-09-2023 15:24:56, 1355, 20.40, 70.94
02-09-2023 15:25:01, 1356, 20.39, 70.96
02-09-2023 15:25:06, 1356, 20.38, 70.94
02-09-2023 15:25:11, 1357, 20.39, 70.99
02-09-2023 15:25:16, 1357, 20.38, 70.95
02-09-2023 15:25:21, 1357, 20.39, 70.94
02-09-2023 15:25:26, 1357, 20.38, 70.95
02-09-2023 15:25:31, 1357, 20.38, 70.93
02-09-2023 15:25:36, 1357, 20.38, 70.96
02-09-2023 15:25:41, 1357, 20.37, 70.95
02-09-2023 15:25:46, 1357, 20.38, 70.95
02-09-2023 15:25:51, 1356, 20.38, 70.96
02-09-2023 15:25:56, 1356, 20.37, 70.90
02-09-2023 15:26:01, 1356, 20.36, 70.97
02-09-2023 15:26:06, 1357, 20.37, 70.94
02-09-2023 15:26:11, 1357, 20.38, 70.93
02-09-2023 15:26:16, 1358, 20.38, 70.93
02-09-2023 15:26:21, 1358, 20.37, 70.98
02-09-2023 15:26:26, 1358, 20.39, 70.96
02-09-2023 15:26:31, 1359, 20.39, 70.96
02-09-2023 15:26:36, 1359, 20.37, 70.96
02-09-2023 15:26:41, 1359, 20.37, 70.98
02-09-2023 15:26:46, 1362, 20.37, 70.96
02-09-2023 15:26:51, 1363, 20.38, 70.93
02-09-2023 15:26:56, 1363, 20.38, 70.98
02-09-2023 15:27:01, 1363, 20.40, 70.96
02-09-2023 15:27:06, 1364, 20.37, 70.96
02-09-2023 15:27:11, 1364, 20.38, 70.94
02-09-2023 15:27:16, 1364, 20.38, 70.97
02-09-2023 15:27:21, 1364, 20.39, 70.93
02-09-2023 15:27:26, 1365, 20.35, 70.95
02-09-2023 15:27:31, 1365, 20.36, 70.97
02-09-2023 15:27:36, 1366, 20.39, 70.93
02-09-2023 15:27:41, 1366, 20.39, 70.97
02-09-2023 15:27:46, 1366, 20.38, 70.97
02-09-2023 15:27:51, 1365, 20.39, 71.00
02-09-2023 15:27:56, 1366, 20.40, 70.94
02-09-2023 15:28:01, 1366, 20.38, 70.95
02-09-2023 15:28:06, 1366, 20.37, 70.95
02-09-2023 15:28:11, 1366, 20.36, 70.97
02-09-2023 15:28:16, 1366, 20.39, 70.96
02-09-2023 15:28:21, 1366, 20.36, 70.98
02-09-2023 15:28:26, 1366, 20.38, 70.97
02-09-2023 15:28:31, 1366, 20.37, 70.99
02-09-2023 15:28:36, 1366, 20.38, 70.96
02-09-2023 15:28:41, 1366, 20.38, 70.98
02-09-2023 15:28:46, 1366, 20.39, 70.97
02-09-2023 15:28:51, 1365, 20.38, 70.95
02-09-2023 15:28:56, 1365, 20.38, 70.95
02-09-2023 15:29:01, 1366, 20.38, 70.96
02-09-2023 15:29:06, 1367, 20.38, 70.98
02-09-2023 15:29:11, 1367, 20.39, 70.96
02-09-2023 15:29:16, 1366, 20.41, 71.00
02-09-2023 15:29:21, 1368, 20.39, 71.00
02-09-2023 15:29:26, 1367, 20.39, 70.99
02-09-2023 15:29:31, 1367, 20.37, 70.99
02-09-2023 15:29:36, 1367, 20.38, 70.95
02-09-2023 15:29:41, 1368, 20.38, 70.97
02-09-2023 15:29:46, 1368, 20.38, 70.99
02-09-2023 15:29:51, 1369, 20.39, 70.99
02-09-2023 15:29:56, 1369, 20.38, 70.97
02-09-2023 15:30:01, 1368, 20.38, 70.98
02-09-2023 15:30:06, 1368, 20.40, 71.01
02-09-2023 15:30:11, 1367, 20.38, 70.97
02-09-2023 15:30:16, 1365, 20.38, 71.02
02-09-2023 15:30:21, 1366, 20.39, 70.99
02-09-2023 15:30:26, 1367, 20.38, 71.02
02-09-2023 15:30:31, 1368, 20.38, 70.96
02-09-2023 15:30:36, 1368, 20.38, 71.00
02-09-2023 15:30:41, 1369, 20.38, 70.96
02-09-2023 15:30:46, 1369, 20.40, 70.96
02-09-2023 15:30:51, 1368, 20.37, 70.99
02-09-2023 15:30:56, 1369, 20.37, 70.99
02-09-2023 15:31:01, 1368, 20.39, 71.01
02-09-2023 15:31:06, 1369, 20.38, 70.99
02-09-2023 15:31:11, 1369, 20.36, 71.03
02-09-2023 15:31:16, 1369, 20.38, 70.98
02-09-2023 15:31:21, 1369, 20.37, 70.99
02-09-2023 15:31:26, 1370, 20.38, 71.00
02-09-2023 15:31:31, 1370, 20.38, 70.99
02-09-2023 15:31:36, 1371, 20.37, 71.03
02-09-2023 15:31:41, 1370, 20.39, 71.01
02-09-2023 15:31:46, 1370, 20.37, 71.01
02-09-2023 15:31:51, 1371, 20.38, 71.01
02-09-2023 15:31:56, 1372, 20.38, 70.97
02-09-2023 15:32:01, 1372, 20.38, 71.01
02-09-2023 15:32:06, 1372, 20.39, 71.00
02-09-2023 15:32:11, 1372, 20.39, 70.99
02-09-2023 15:32:16, 1373, 20.38, 71.01
02-09-2023 15:32:21, 1373, 20.39, 71.00
02-09-2023 15:32:26, 1372, 20.38, 71.00
02-09-2023 15:32:31, 1372, 20.38, 70.98
02-09-2023 15:32:36, 1372, 20.37, 70.97
02-09-2023 15:32:41, 1372, 20.40, 71.01
02-09-2023 15:32:46, 1371, 20.39, 70.97
02-09-2023 15:32:51, 1371, 20.39, 71.00
02-09-2023 15:32:56, 1371, 20.38, 71.03
02-09-2023 15:33:01, 1371, 20.39, 71.00
02-09-2023 15:33:06, 1371, 20.39, 71.03
02-09-2023 15:33:11, 1370, 20.40, 71.03
02-09-2023 15:33:16, 1368, 20.38, 71.05
02-09-2023 15:33:21, 1369, 20.39, 71.00
02-09-2023 15:33:26, 1369, 20.39, 71.00
02-09-2023 15:33:31, 1368, 20.39, 71.01
02-09-2023 15:33:36, 1368, 20.39, 71.00
02-09-2023 15:33:42, 1369, 20.37, 71.06
02-09-2023 15:33:47, 1369, 20.39, 71.00
02-09-2023 15:33:52, 1369, 20.40, 71.01
02-09-2023 15:33:57, 1369, 20.40, 71.03
02-09-2023 15:34:02, 1369, 20.38, 71.01
02-09-2023 15:34:07, 1369, 20.39, 71.02
02-09-2023 15:34:12, 1369, 20.37, 71.01
02-09-2023 15:34:17, 1369, 20.40, 71.00
02-09-2023 15:34:22, 1369, 20.40, 70.99
02-09-2023 15:34:27, 1369, 20.39, 71.04
02-09-2023 15:34:32, 1370, 20.39, 71.05
02-09-2023 15:34:37, 1370, 20.40, 71.05
02-09-2023 15:34:42, 1371, 20.39, 71.02
02-09-2023 15:34:47, 1372, 20.38, 71.03
02-09-2023 15:34:52, 1372, 20.39, 71.06
02-09-2023 15:34:57, 1373, 20.40, 71.01
02-09-2023 15:35:02, 1373, 20.40, 71.00
02-09-2023 15:35:07, 1373, 20.38, 71.02
02-09-2023 15:35:12, 1373, 20.40, 71.05
02-09-2023 15:35:17, 1373, 20.40, 71.05
02-09-2023 15:35:22, 1374, 20.39, 71.03
02-09-2023 15:35:27, 1374, 20.38, 71.05
02-09-2023 15:35:32, 1374, 20.40, 71.02
02-09-2023 15:35:37, 1374, 20.41, 71.01
02-09-2023 15:35:42, 1374, 20.38, 71.02
02-09-2023 15:35:47, 1374, 20.39, 71.00
02-09-2023 15:35:52, 1375, 20.40, 71.03
02-09-2023 15:35:57, 1375, 20.40, 71.02
02-09-2023 15:36:02, 1375, 20.39, 71.05
02-09-2023 15:36:07, 1375, 20.41, 71.00
02-09-2023 15:36:12, 1376, 20.40, 70.99
02-09-2023 15:36:17, 1376, 20.38, 71.02
02-09-2023 15:36:22, 1375, 20.37, 71.04
02-09-2023 15:36:27, 1375, 20.38, 71.02
02-09-2023 15:36:32, 1376, 20.41, 70.99
02-09-2023 15:36:37, 1376, 20.40, 71.04
02-09-2023 15:36:42, 1376, 20.38, 71.06
02-09-2023 15:36:47, 1376, 20.39, 71.02
02-09-2023 15:36:52, 1377, 20.39, 71.02
02-09-2023 15:36:57, 1377, 20.38, 71.01
02-09-2023 15:37:02, 1377, 20.40, 71.01
02-09-2023 15:37:07, 1378, 20.39, 71.04
02-09-2023 15:37:12, 1379, 20.39, 71.03
02-09-2023 15:37:17, 1379, 20.40, 71.01
02-09-2023 15:37:22, 1379, 20.39, 71.00
02-09-2023 15:37:27, 1378, 20.39, 71.03
02-09-2023 15:37:32, 1378, 20.40, 71.03
02-09-2023 15:37:37, 1378, 20.38, 71.03
02-09-2023 15:37:42, 1378, 20.38, 71.01
02-09-2023 15:37:47, 1379, 20.38, 71.04
02-09-2023 15:37:52, 1377, 20.40, 71.03
02-09-2023 15:37:57, 1378, 20.41, 71.00
02-09-2023 15:38:02, 1378, 20.39, 71.05
02-09-2023 15:38:07, 1377, 20.40, 71.04
02-09-2023 15:38:12, 1378, 20.40, 71.05
02-09-2023 15:38:17, 1378, 20.40, 71.01
02-09-2023 15:38:22, 1378, 20.41, 71.07
02-09-2023 15:38:27, 1378, 20.40, 71.06
02-09-2023 15:38:32, 1379, 20.40, 71.06
02-09-2023 15:38:37, 1379, 20.40, 71.03
02-09-2023 15:38:42, 1379, 20.40, 71.05
02-09-2023 15:38:47, 1380, 20.38, 71.06
02-09-2023 15:38:52, 1381, 20.40, 71.04
02-09-2023 15:38:57, 1380, 20.40, 71.05
02-09-2023 15:39:02, 1381, 20.42, 71.06
02-09-2023 15:39:07, 1381, 20.39, 71.05
02-09-2023 15:39:12, 1380, 20.39, 71.05
02-09-2023 15:39:17, 1380, 20.38, 71.04
02-09-2023 15:39:22, 1380, 20.41, 71.02
02-09-2023 15:39:27, 1380, 20.41, 71.06
02-09-2023 15:39:32, 1379, 20.39, 71.00
02-09-2023 15:39:37, 1380, 20.38, 71.06
02-09-2023 15:39:42, 1380, 20.37, 71.02
02-09-2023 15:39:47, 1381, 20.42, 71.06
02-09-2023 15:39:52, 1382, 20.41, 71.00
02-09-2023 15:39:57, 1383, 20.40, 71.03
02-09-2023 15:40:02, 1383, 20.38, 71.05
02-09-2023 15:40:07, 1382, 20.41, 71.03
02-09-2023 15:40:12, 1382, 20.42, 71.06
02-09-2023 15:40:17, 1381, 20.41, 71.07
02-09-2023 15:40:22, 1381, 20.37, 71.07
02-09-2023 15:40:27, 1381, 20.39, 71.03
02-09-2023 15:40:32, 1380, 20.41, 71.03
02-09-2023 15:40:37, 1380, 20.39, 71.07
02-09-2023 15:40:42, 1379, 20.40, 71.03
02-09-2023 15:40:47, 1379, 20.38, 71.05
02-09-2023 15:40:52, 1380, 20.40, 71.05
02-09-2023 15:40:57, 1379, 20.40, 71.05
02-09-2023 15:41:02, 1379, 20.40, 71.05
02-09-2023 15:41:07, 1379, 20.41, 71.06
02-09-2023 15:41:12, 1380, 20.39, 71.05
02-09-2023 15:41:17, 1380, 20.40, 71.08
02-09-2023 15:41:22, 1380, 20.41, 71.09
02-09-2023 15:41:27, 1381, 20.39, 71.06
02-09-2023 15:41:32, 1380, 20.41, 71.08
02-09-2023 15:41:37, 1381, 20.40, 71.03
02-09-2023 15:41:42, 1381, 20.40, 71.05
02-09-2023 15:41:47, 1381, 20.40, 71.10
02-09-2023 15:41:52, 1380, 20.40, 71.06
02-09-2023 15:41:57, 1381, 20.40, 71.02
02-09-2023 15:42:02, 1382, 20.40, 71.05
02-09-2023 15:42:07, 1383, 20.39, 71.06
02-09-2023 15:42:12, 1383, 20.40, 71.04
02-09-2023 15:42:17, 1384, 20.41, 71.07
02-09-2023 15:42:22, 1383, 20.39, 71.05
02-09-2023 15:42:27, 1383, 20.40, 71.09
02-09-2023 15:42:32, 1383, 20.39, 71.11
02-09-2023 15:42:37, 1382, 20.40, 71.05
02-09-2023 15:42:42, 1382, 20.40, 71.06
02-09-2023 15:42:47, 1382, 20.38, 71.12
02-09-2023 15:42:52, 1382, 20.41, 71.05
02-09-2023 15:42:57, 1381, 20.41, 71.06
02-09-2023 15:43:02, 1382, 20.39, 71.10
02-09-2023 15:43:07, 1382, 20.41, 71.08
02-09-2023 15:43:12, 1383, 20.42, 71.09
02-09-2023 15:43:17, 1383, 20.39, 71.06
02-09-2023 15:43:22, 1384, 20.40, 71.08
02-09-2023 15:43:27, 1385, 20.42, 71.08
02-09-2023 15:43:32, 1385, 20.42, 71.09
02-09-2023 15:43:37, 1385, 20.40, 71.06
02-09-2023 15:43:42, 1386, 20.40, 71.08
02-09-2023 15:43:47, 1387, 20.40, 71.09
02-09-2023 15:43:52, 1385, 20.42, 71.08
02-09-2023 15:43:57, 1386, 20.43, 71.11
02-09-2023 15:44:02, 1386, 20.39, 71.06
02-09-2023 15:44:07, 1386, 20.40, 71.10
02-09-2023 15:44:12, 1386, 20.40, 71.06
02-09-2023 15:44:17, 1387, 20.42, 71.08
02-09-2023 15:44:22, 1387, 20.41, 71.10
02-09-2023 15:44:27, 1387, 20.39, 71.09
02-09-2023 15:44:32, 1387, 20.41, 71.06
02-09-2023 15:44:37, 1387, 20.39, 71.06
02-09-2023 15:44:42, 1387, 20.42, 71.09
02-09-2023 15:44:47, 1388, 20.39, 71.12
02-09-2023 15:44:52, 1388, 20.40, 71.08
02-09-2023 15:44:57, 1388, 20.40, 71.05
02-09-2023 15:45:02, 1387, 20.44, 71.10
02-09-2023 15:45:07, 1386, 20.42, 71.09
02-09-2023 15:45:12, 1386, 20.40, 71.08
02-09-2023 15:45:17, 1386, 20.42, 71.06
02-09-2023 15:45:22, 1386, 20.42, 71.08
02-09-2023 15:45:27, 1388, 20.41, 71.09
02-09-2023 15:45:32, 1388, 20.40, 71.09
02-09-2023 15:45:37, 1388, 20.40, 71.10
02-09-2023 15:45:42, 1389, 20.42, 71.07
02-09-2023 15:45:47, 1389, 20.39, 71.06
02-09-2023 15:45:52, 1389, 20.41, 71.10
02-09-2023 15:45:57, 1389, 20.42, 71.08
02-09-2023 15:46:02, 1391, 20.40, 71.09
02-09-2023 15:46:07, 1391, 20.40, 71.09
02-09-2023 15:46:12, 1391, 20.40, 71.05
02-09-2023 15:46:17, 1390, 20.42, 71.11
02-09-2023 15:46:22, 1390, 20.42, 71.08
02-09-2023 15:46:27, 1389, 20.39, 71.08
02-09-2023 15:46:32, 1389, 20.40, 71.10
02-09-2023 15:46:37, 1389, 20.41, 71.08
02-09-2023 15:46:42, 1389, 20.40, 71.11
02-09-2023 15:46:47, 1389, 20.39, 71.12
02-09-2023 15:46:52, 1389, 20.41, 71.09
02-09-2023 15:46:57, 1388, 20.39, 71.09
02-09-2023 15:47:02, 1388, 20.42, 71.10
02-09-2023 15:47:07, 1388, 20.41, 71.10
02-09-2023 15:47:12, 1388, 20.43, 71.07
02-09-2023 15:47:17, 1388, 20.42, 71.10
02-09-2023 15:47:22, 1390, 20.42, 71.07
02-09-2023 15:47:27, 1390, 20.40, 71.08
02-09-2023 15:47:32, 1391, 20.42, 71.06
02-09-2023 15:47:37, 1390, 20.40, 71.08
02-09-2023 15:47:42, 1390, 20.40, 71.10
02-09-2023 15:47:47, 1390, 20.43, 71.07
02-09-2023 15:47:52, 1388, 20.40, 71.09
02-09-2023 15:47:57, 1389, 20.40, 71.10
02-09-2023 15:48:02, 1388, 20.42, 71.12
02-09-2023 15:48:07, 1388, 20.40, 71.11
02-09-2023 15:48:12, 1389, 20.41, 71.11
02-09-2023 15:48:17, 1389, 20.41, 71.11
02-09-2023 15:48:22, 1389, 20.42, 71.10
02-09-2023 15:48:27, 1389, 20.42, 71.09
02-09-2023 15:48:32, 1390, 20.40, 71.08
02-09-2023 15:48:37, 1389, 20.40, 71.10
02-09-2023 15:48:42, 1390, 20.40, 71.10
02-09-2023 15:48:47, 1390, 20.40, 71.12
02-09-2023 15:48:52, 1390, 20.42, 71.09
02-09-2023 15:48:57, 1389, 20.40, 71.12
02-09-2023 15:49:02, 1388, 20.41, 71.10
02-09-2023 15:49:07, 1388, 20.40, 71.09
02-09-2023 15:49:12, 1387, 20.41, 71.12
02-09-2023 15:49:17, 1387, 20.41, 71.14
02-09-2023 15:49:22, 1388, 20.40, 71.11
02-09-2023 15:49:27, 1388, 20.41, 71.09
02-09-2023 15:49:32, 1388, 20.43, 71.11
02-09-2023 15:49:37, 1388, 20.40, 71.11
02-09-2023 15:49:42, 1389, 20.40, 71.10
02-09-2023 15:49:47, 1388, 20.43, 71.10
02-09-2023 15:49:52, 1388, 20.42, 71.12
02-09-2023 15:49:57, 1389, 20.42, 71.10
02-09-2023 15:50:03, 1388, 20.42, 71.09
02-09-2023 15:50:08, 1389, 20.43, 71.05
02-09-2023 15:50:12, 1389, 20.40, 71.11
02-09-2023 15:50:18, 1389, 20.42, 71.08
02-09-2023 15:50:23, 1388, 20.43, 71.10
02-09-2023 15:50:28, 1389, 20.43, 71.12
02-09-2023 15:50:33, 1388, 20.41, 71.10
02-09-2023 15:50:38, 1389, 20.41, 71.12
02-09-2023 15:50:43, 1388, 20.41, 71.07
02-09-2023 15:50:48, 1388, 20.42, 71.13
02-09-2023 15:50:53, 1389, 20.41, 71.12
02-09-2023 15:50:58, 1388, 20.41, 71.09
02-09-2023 15:51:03, 1387, 20.41, 71.14
02-09-2023 15:51:08, 1389, 20.44, 71.10
02-09-2023 15:51:13, 1389, 20.40, 71.09
02-09-2023 15:51:18, 1389, 20.43, 71.13
02-09-2023 15:51:23, 1389, 20.41, 71.10
02-09-2023 15:51:28, 1388, 20.42, 71.12
02-09-2023 15:51:33, 1388, 20.42, 71.16
02-09-2023 15:51:38, 1389, 20.40, 71.13
02-09-2023 15:51:43, 1389, 20.43, 71.13
02-09-2023 15:51:48, 1389, 20.41, 71.09
02-09-2023 15:51:53, 1388, 20.42, 71.11
02-09-2023 15:51:58, 1389, 20.38, 71.13
02-09-2023 15:52:03, 1389, 20.41, 71.12
02-09-2023 15:52:08, 1389, 20.42, 71.12
02-09-2023 15:52:13, 1391, 20.39, 71.12
02-09-2023 15:52:18, 1392, 20.41, 71.10
02-09-2023 15:52:23, 1392, 20.42, 71.14
02-09-2023 15:52:28, 1391, 20.42, 71.13
02-09-2023 15:52:33, 1391, 20.43, 71.13
02-09-2023 15:52:38, 1392, 20.42, 71.11
02-09-2023 15:52:43, 1391, 20.42, 71.12
02-09-2023 15:52:48, 1391, 20.41, 71.12
02-09-2023 15:52:53, 1391, 20.41, 71.12
02-09-2023 15:52:58, 1391, 20.45, 71.13
02-09-2023 15:53:03, 1391, 20.43, 71.13
02-09-2023 15:53:08, 1391, 20.42, 71.10
02-09-2023 15:53:13, 1391, 20.40, 71.12
02-09-2023 15:53:18, 1392, 20.42, 71.12
02-09-2023 15:53:23, 1393, 20.41, 71.14
02-09-2023 15:53:28, 1393, 20.42, 71.09
02-09-2023 15:53:33, 1393, 20.41, 71.11
02-09-2023 15:53:38, 1394, 20.40, 71.11
02-09-2023 15:53:43, 1394, 20.42, 71.11
02-09-2023 15:53:48, 1395, 20.40, 71.13
02-09-2023 15:53:53, 1394, 20.41, 71.12
02-09-2023 15:53:58, 1395, 20.42, 71.15
02-09-2023 15:54:03, 1396, 20.41, 71.12
02-09-2023 15:54:08, 1396, 20.43, 71.09
02-09-2023 15:54:13, 1396, 20.41, 71.12
02-09-2023 15:54:18, 1396, 20.40, 71.13
02-09-2023 15:54:23, 1396, 20.41, 71.13
02-09-2023 15:54:28, 1397, 20.42, 71.10
02-09-2023 15:54:33, 1396, 20.41, 71.10
02-09-2023 15:54:38, 1396, 20.42, 71.09
02-09-2023 15:54:43, 1396, 20.43, 71.12
02-09-2023 15:54:48, 1396, 20.43, 71.12
02-09-2023 15:54:53, 1397, 20.41, 71.10
02-09-2023 15:54:58, 1396, 20.42, 71.13
02-09-2023 15:55:03, 1396, 20.43, 71.11
02-09-2023 15:55:08, 1396, 20.42, 71.11
02-09-2023 15:55:13, 1397, 20.43, 71.10
02-09-2023 15:55:18, 1396, 20.43, 71.10
02-09-2023 15:55:23, 1395, 20.40, 71.13
02-09-2023 15:55:28, 1396, 20.43, 71.15
02-09-2023 15:55:33, 1396, 20.43, 71.11
02-09-2023 15:55:38, 1396, 20.44, 71.17
02-09-2023 15:55:43, 1395, 20.43, 71.13
02-09-2023 15:55:48, 1395, 20.41, 71.12
02-09-2023 15:55:53, 1395, 20.42, 71.12
02-09-2023 15:55:58, 1395, 20.42, 71.10
02-09-2023 15:56:03, 1396, 20.42, 71.10
02-09-2023 15:56:08, 1396, 20.42, 71.14
02-09-2023 15:56:13, 1397, 20.40, 71.13
02-09-2023 15:56:18, 1397, 20.42, 71.14
02-09-2023 15:56:23, 1397, 20.43, 71.09
02-09-2023 15:56:28, 1397, 20.43, 71.11
02-09-2023 15:56:33, 1396, 20.43, 71.11
02-09-2023 15:56:38, 1397, 20.42, 71.11
02-09-2023 15:56:43, 1397, 20.42, 71.09
02-09-2023 15:56:48, 1397, 20.42, 71.12
02-09-2023 15:56:53, 1398, 20.41, 71.13
02-09-2023 15:56:58, 1398, 20.42, 71.13
02-09-2023 15:57:03, 1398, 20.42, 71.15
02-09-2023 15:57:08, 1398, 20.43, 71.15
02-09-2023 15:57:13, 1399, 20.43, 71.11
02-09-2023 15:57:18, 1401, 20.42, 71.13
02-09-2023 15:57:23, 1400, 20.40, 71.09
02-09-2023 15:57:28, 1400, 20.43, 71.11
02-09-2023 15:57:33, 1399, 20.43, 71.10
02-09-2023 15:57:38, 1399, 20.43, 71.15
02-09-2023 15:57:43, 1399, 20.42, 71.12
02-09-2023 15:57:48, 1399, 20.43, 71.12
02-09-2023 15:57:53, 1399, 20.43, 71.12
02-09-2023 15:57:58, 1399, 20.42, 71.12
02-09-2023 15:58:03, 1399, 20.42, 71.12
02-09-2023 15:58:08, 1399, 20.45, 71.14
02-09-2023 15:58:13, 1399, 20.43, 71.12
02-09-2023 15:58:18, 1401, 20.42, 71.10
02-09-2023 15:58:23, 1401, 20.42, 71.11
02-09-2023 15:58:28, 1401, 20.42, 71.13
02-09-2023 15:58:33, 1401, 20.42, 71.12
02-09-2023 15:58:38, 1401, 20.41, 71.11
02-09-2023 15:58:43, 1400, 20.43, 71.11
02-09-2023 15:58:48, 1401, 20.44, 71.17
02-09-2023 15:58:53, 1401, 20.42, 71.13
02-09-2023 15:58:58, 1401, 20.42, 71.11
02-09-2023 15:59:03, 1401, 20.42, 71.11
02-09-2023 15:59:08, 1402, 20.42, 71.16
02-09-2023 15:59:13, 1402, 20.42, 71.11
02-09-2023 15:59:18, 1401, 20.45, 71.15
02-09-2023 15:59:23, 1401, 20.45, 71.14
02-09-2023 15:59:28, 1402, 20.42, 71.14
02-09-2023 15:59:33, 1401, 20.42, 71.13
02-09-2023 15:59:38, 1402, 20.42, 71.16
02-09-2023 15:59:43, 1402, 20.42, 71.13
02-09-2023 15:59:48, 1402, 20.42, 71.13
02-09-2023 15:59:53, 1401, 20.44, 71.15
02-09-2023 15:59:58, 1402, 20.43, 71.12
02-09-2023 16:00:03, 1402, 20.43, 71.17
02-09-2023 16:00:08, 1402, 20.41, 71.12
02-09-2023 16:00:13, 1402, 20.44, 71.20
02-09-2023 16:00:18, 1402, 20.42, 71.12
02-09-2023 16:00:23, 1403, 20.42, 71.10
02-09-2023 16:00:28, 1403, 20.42, 71.13
02-09-2023 16:00:33, 1404, 20.42, 71.13
02-09-2023 16:00:38, 1404, 20.42, 71.15
02-09-2023 16:00:43, 1404, 20.42, 71.14
02-09-2023 16:00:48, 1405, 20.46, 71.13
02-09-2023 16:00:53, 1405, 20.42, 71.12
02-09-2023 16:00:58, 1406, 20.43, 71.18
02-09-2023 16:01:03, 1405, 20.42, 71.14
02-09-2023 16:01:08, 1405, 20.42, 71.13
02-09-2023 16:01:13, 1406, 20.42, 71.12
02-09-2023 16:01:18, 1405, 20.42, 71.14
02-09-2023 16:01:23, 1406, 20.42, 71.17
02-09-2023 16:01:28, 1405, 20.43, 71.12
02-09-2023 16:01:33, 1406, 20.45, 71.13
02-09-2023 16:01:38, 1406, 20.42, 71.19
02-09-2023 16:01:43, 1406, 20.43, 71.16
02-09-2023 16:01:48, 1406, 20.43, 71.12
